
=== Tuning Experiment 1 ===

=== New Experiment ===
Started: 2025-03-27 23:05:27
Initial parameters:
ALPHA=1,5000;BETA=1,0000;RHO=0,8000;Q=250,00;TAU_0=0,0010;P_0=0,1000;NUM_ANTS=75;MAX_ITERATIONS=1500

P_0;0,0500;2;13959,00;5,837
P_0;0,0500;3;13190,00;5,986
P_0;0,0500;4;13685,00;5,862
P_0;0,0500;5;12439,00;5,803
P_0;0,0500;6;13431,00;6,036
P_0;0,0500;7;13112,00;5,945
P_0;0,0500;8;13599,00;5,902
P_0;0,0500;9;12832,00;5,943
P_0;0,0500;10;11923,00;5,877
P_0;0,1000;1;12854,00;6,067
P_0;0,1000;2;12040,00;6,015
P_0;0,1000;3;13772,00;5,985
P_0;0,1000;4;12961,00;5,927
P_0;0,1000;5;12841,00;5,914
P_0;0,1000;6;12807,00;6,186
P_0;0,1000;7;11735,00;5,936
P_0;0,1000;8;13484,00;5,933
P_0;0,1000;9;13762,00;5,959
P_0;0,1000;10;13168,00;6,060
P_0;0,2000;1;12512,00;6,256
P_0;0,2000;2;14273,00;6,057
P_0;0,2000;3;14332,00;6,122
P_0;0,2000;4;12238,00;5,947
P_0;0,2000;5;13381,00;6,084
P_0;0,2000;6;12524,00;6,168
P_0;0,2000;7;11624,00;6,104
P_0;0,2000;8;14343,00;6,046
P_0;0,2000;9;12430,00;5,998
P_0;0,2000;10;13528,00;6,016
P_0;0,3000;1;13320,00;6,230
P_0;0,3000;2;13452,00;5,960
P_0;0,3000;3;14846,00;5,977
P_0;0,3000;4;13577,00;6,005
P_0;0,3000;5;11705,00;6,158
P_0;0,3000;6;14230,00;6,170
P_0;0,3000;7;12340,00;6,020
P_0;0,3000;8;13220,00;6,147
P_0;0,3000;9;14082,00;6,042
P_0;0,3000;10;13413,00;6,098
NUM_ANTS;30;1;11947,00;5,934
NUM_ANTS;30;2;11907,00;2,353
NUM_ANTS;30;3;14320,00;2,425
NUM_ANTS;30;4;12453,00;2,302
NUM_ANTS;30;5;12434,00;2,310
NUM_ANTS;30;6;13330,00;2,293
NUM_ANTS;30;7;13356,00;2,364
NUM_ANTS;30;8;13212,00;2,199
NUM_ANTS;30;9;12453,00;2,421
NUM_ANTS;30;10;12730,00;2,237
NUM_ANTS;40;1;13301,00;2,516
NUM_ANTS;40;2;12981,00;3,138
NUM_ANTS;40;3;12891,00;3,138
NUM_ANTS;40;4;11919,00;3,145
NUM_ANTS;40;5;14003,00;3,086
NUM_ANTS;40;6;13211,00;3,258
NUM_ANTS;40;7;13396,00;2,979
NUM_ANTS;40;8;11596,00;3,249
NUM_ANTS;40;9;12883,00;3,175
NUM_ANTS;40;10;11907,00;3,061
NUM_ANTS;50;1;12588,00;3,280
NUM_ANTS;50;2;13181,00;4,139
NUM_ANTS;50;3;12202,00;3,747
NUM_ANTS;50;4;13953,00;3,960
NUM_ANTS;50;5;12763,00;3,901
NUM_ANTS;50;6;12265,00;3,867
NUM_ANTS;50;7;13096,00;3,768
NUM_ANTS;50;8;13216,00;3,918
NUM_ANTS;50;9;12688,00;4,181
NUM_ANTS;50;10;13123,00;3,981
NUM_ANTS;75;1;11907,00;3,989
NUM_ANTS;75;2;13429,00;5,854
NUM_ANTS;75;3;12579,00;5,810
NUM_ANTS;75;4;13396,00;5,815
NUM_ANTS;75;5;11731,00;5,784
NUM_ANTS;75;6;13525,00;5,689
NUM_ANTS;75;7;11862,00;5,896
NUM_ANTS;75;8;13497,00;5,818
NUM_ANTS;75;9;13480,00;5,826
NUM_ANTS;75;10;12936,00;5,940
NUM_ANTS;100;1;12364,00;5,906
NUM_ANTS;100;2;13301,00;7,837
NUM_ANTS;100;3;12536,00;7,840
NUM_ANTS;100;4;11491,00;7,699
NUM_ANTS;100;5;12588,00;7,653
NUM_ANTS;100;6;11947,00;8,247
NUM_ANTS;100;7;11927,00;8,065
NUM_ANTS;100;8;13612,00;7,669
NUM_ANTS;100;9;12453,00;7,594
NUM_ANTS;100;10;12068,00;7,712
NUM_ANTS;150;1;11907,00;7,871
NUM_ANTS;150;2;12459,00;11,197
NUM_ANTS;150;3;11605,00;11,443
NUM_ANTS;150;4;12346,00;11,507
NUM_ANTS;150;5;11927,00;11,461
NUM_ANTS;150;6;12536,00;11,652
NUM_ANTS;150;7;11907,00;11,266
NUM_ANTS;150;8;13427,00;11,333
NUM_ANTS;150;9;13409,00;11,123
NUM_ANTS;150;10;13484,00;11,533
Q;10,0000;1;13427,00;7,752
Q;10,0000;2;12453,00;7,686
Q;10,0000;3;12434,00;7,665
Q;10,0000;4;14273,00;7,579
Q;10,0000;5;13654,00;7,608
Q;10,0000;6;12282,00;7,859
Q;10,0000;7;12775,00;7,756
Q;10,0000;8;13301,00;7,607
Q;10,0000;9;13159,00;7,508
Q;10,0000;10;12936,00;7,560
Q;50,0000;1;12545,00;7,688
Q;50,0000;2;11916,00;7,674
Q;50,0000;3;12453,00;7,485
Q;50,0000;4;13339,00;7,746
Q;50,0000;5;13966,00;7,610
Q;50,0000;6;12832,00;7,645
Q;50,0000;7;12444,00;7,609
Q;50,0000;8;12490,00;7,620
Q;50,0000;9;12479,00;7,579
Q;50,0000;10;13993,00;7,703
Q;100,0000;1;10952,00;7,703
Q;100,0000;2;12594,00;7,562
Q;100,0000;3;11039,00;7,866
Q;100,0000;4;12579,00;7,569
Q;100,0000;5;13381,00;7,581
Q;100,0000;6;12492,00;7,590
Q;100,0000;7;12832,00;7,642
Q;100,0000;8;12841,00;7,596
Q;100,0000;9;12364,00;7,572
Q;100,0000;10;13427,00;7,569
Q;250,0000;1;13431,00;7,870
Q;250,0000;2;12364,00;7,628
Q;250,0000;3;13196,00;7,772
Q;250,0000;4;12434,00;7,600
Q;250,0000;5;11907,00;7,656
Q;250,0000;6;12426,00;7,485
Q;250,0000;7;12459,00;7,708
Q;250,0000;8;12579,00;7,539
Q;250,0000;9;11916,00;7,573
Q;250,0000;10;12840,00;7,640
Q;500,0000;1;11916,00;9,152
Q;500,0000;2;13301,00;8,395
Q;500,0000;3;13178,00;7,982
Q;500,0000;4;13301,00;7,707
Q;500,0000;5;13409,00;8,620
Q;500,0000;6;13123,00;8,261
Q;500,0000;7;11916,00;7,754
Q;500,0000;8;13404,00;7,689
Q;500,0000;9;12453,00;7,645
Q;500,0000;10;13301,00;7,758
Q;750,0000;1;12681,00;7,688
Q;750,0000;2;13385,00;7,529
Q;750,0000;3;13301,00;7,594
Q;750,0000;4;13130,00;7,757
Q;750,0000;5;13431,00;7,598
Q;750,0000;6;13427,00;7,791
Q;750,0000;7;12453,00;7,545
Q;750,0000;8;13243,00;7,658
Q;750,0000;9;13301,00;7,528
Q;750,0000;10;13993,00;7,639
Q;1000,0000;1;13427,00;7,762
Q;1000,0000;2;12068,00;7,685
Q;1000,0000;3;11907,00;7,711
Q;1000,0000;4;12364,00;7,531
Q;1000,0000;5;11596,00;7,691
Q;1000,0000;6;13548,00;7,549
Q;1000,0000;7;11738,00;7,563
Q;1000,0000;8;13920,00;7,571
Q;1000,0000;9;13772,00;7,846
Q;1000,0000;10;11916,00;7,568
Q;1500,0000;1;11927,00;8,193
Q;1500,0000;2;13513,00;7,720
Q;1500,0000;3;13350,00;7,714
Q;1500,0000;4;11907,00;7,586
Q;1500,0000;5;11735,00;7,666
Q;1500,0000;6;13123,00;7,541
Q;1500,0000;7;12583,00;7,651
Q;1500,0000;8;12106,00;7,596
Q;1500,0000;9;11869,00;7,678
Q;1500,0000;10;13796,00;8,412
RHO;0,1000;1;12453,00;7,560
RHO;0,1000;2;12841,00;7,602
RHO;0,1000;3;12739,00;7,532
RHO;0,1000;4;11907,00;7,603
RHO;0,1000;5;12671,00;7,774
RHO;0,1000;6;13409,00;7,788
RHO;0,1000;7;13431,00;7,643
RHO;0,1000;8;12569,00;7,738
RHO;0,1000;9;12249,00;7,656
RHO;0,1000;10;13123,00;7,802
RHO;0,3000;1;12887,00;7,904
RHO;0,3000;2;13930,00;7,647
RHO;0,3000;3;13501,00;7,850
RHO;0,3000;4;11691,00;7,606
RHO;0,3000;5;12461,00;7,610
RHO;0,3000;6;13409,00;7,540
RHO;0,3000;7;13409,00;7,589
RHO;0,3000;8;11500,00;7,661
RHO;0,3000;9;13871,00;7,689
RHO;0,3000;10;11907,00;7,668
RHO;0,5000;1;12335,00;7,886
RHO;0,5000;2;12784,00;7,656
RHO;0,5000;3;11995,00;7,798
RHO;0,5000;4;12453,00;7,688
RHO;0,5000;5;11596,00;7,593
RHO;0,5000;6;13064,00;7,755
RHO;0,5000;7;13305,00;7,729
RHO;0,5000;8;13301,00;8,169
RHO;0,5000;9;13409,00;7,666
RHO;0,5000;10;13959,00;8,038
RHO;0,6000;1;12453,00;7,611
RHO;0,6000;2;13409,00;7,631
RHO;0,6000;3;12927,00;7,627
RHO;0,6000;4;12354,00;7,710
RHO;0,6000;5;11424,00;7,611
RHO;0,6000;6;13396,00;7,725
RHO;0,6000;7;13404,00;7,721
RHO;0,6000;8;11907,00;7,541
RHO;0,6000;9;12426,00;8,022
RHO;0,6000;10;12453,00;7,743
RHO;0,7000;1;12249,00;7,794
RHO;0,7000;2;11700,00;7,594
RHO;0,7000;3;12371,00;7,575
RHO;0,7000;4;12426,00;7,682
RHO;0,7000;5;13499,00;7,649
RHO;0,7000;6;13730,00;7,539
RHO;0,7000;7;12231,00;7,669
RHO;0,7000;8;12831,00;7,546
RHO;0,7000;9;13549,00;7,648
RHO;0,7000;10;13501,00;7,719
RHO;0,7500;1;13853,00;7,778
RHO;0,7500;2;12336,00;7,905
RHO;0,7500;3;11947,00;7,621
RHO;0,7500;4;13959,00;7,739
RHO;0,7500;5;10880,00;7,709
RHO;0,7500;6;12841,00;7,706
RHO;0,7500;7;12453,00;7,748
RHO;0,7500;8;12426,00;7,797
RHO;0,7500;9;13396,00;7,805
RHO;0,7500;10;12187,00;7,679
RHO;0,8000;1;13454,00;7,920
RHO;0,8000;2;12486,00;7,677
RHO;0,8000;3;13457,00;7,731
RHO;0,8000;4;13427,00;7,544
RHO;0,8000;5;11596,00;7,697
RHO;0,8000;6;12598,00;7,482
RHO;0,8000;7;12042,00;7,817
RHO;0,8000;8;12752,00;7,550
RHO;0,8000;9;13853,00;8,185
RHO;0,8000;10;13918,00;9,306
RHO;0,8500;1;12832,00;8,927
RHO;0,8500;2;13561,00;8,891
RHO;0,8500;3;12832,00;7,635
RHO;0,8500;4;13409,00;7,693
RHO;0,8500;5;13403,00;7,615
RHO;0,8500;6;13185,00;7,476
RHO;0,8500;7;12841,00;7,574
RHO;0,8500;8;13123,00;7,745
RHO;0,8500;9;12475,00;8,228
RHO;0,8500;10;13554,00;7,684
RHO;0,9000;1;13301,00;7,639
RHO;0,9000;2;11788,00;7,922
RHO;0,9000;3;13301,00;7,525
RHO;0,9000;4;13008,00;7,692
RHO;0,9000;5;12568,00;7,398
RHO;0,9000;6;12740,00;7,698
RHO;0,9000;7;12863,00;7,557
RHO;0,9000;8;13759,00;7,655
RHO;0,9000;9;12042,00;7,557
RHO;0,9000;10;11039,00;7,812
TAU_0;0,0010;1;11948,00;7,678
TAU_0;0,0010;2;13396,00;7,728
TAU_0;0,0010;3;12364,00;7,626
TAU_0;0,0010;4;13409,00;7,605
TAU_0;0,0010;5;13186,00;7,738
TAU_0;0,0010;6;13266,00;7,565
TAU_0;0,0010;7;13685,00;7,659
TAU_0;0,0010;8;13409,00;7,689
TAU_0;0,0010;9;13661,00;7,621
TAU_0;0,0010;10;12832,00;7,704
TAU_0;0,0100;1;13431,00;7,835
TAU_0;0,0100;2;12364,00;7,630
TAU_0;0,0100;3;12167,00;9,152
TAU_0;0,0100;4;13300,00;7,660
TAU_0;0,0100;5;12453,00;7,717
TAU_0;0,0100;6;13396,00;7,679
TAU_0;0,0100;7;13775,00;8,057
TAU_0;0,0100;8;12369,00;7,785
TAU_0;0,0100;9;12358,00;7,520
TAU_0;0,0100;10;14021,00;7,622
TAU_0;0,1000;1;13409,00;7,664
TAU_0;0,1000;2;11596,00;7,566
TAU_0;0,1000;3;12579,00;7,568
TAU_0;0,1000;4;11691,00;7,533
TAU_0;0,1000;5;13911,00;7,569
TAU_0;0,1000;6;13679,00;7,545
TAU_0;0,1000;7;11691,00;7,744
TAU_0;0,1000;8;13994,00;7,563
TAU_0;0,1000;9;12167,00;7,689
TAU_0;0,1000;10;12655,00;7,589
TAU_0;0,2500;1;12434,00;7,851
TAU_0;0,2500;2;11700,00;7,574
TAU_0;0,2500;3;12487,00;7,685
TAU_0;0,2500;4;13673,00;7,675
TAU_0;0,2500;5;12298,00;7,612
TAU_0;0,2500;6;12459,00;7,449
TAU_0;0,2500;7;13301,00;7,642
TAU_0;0,2500;8;11916,00;7,516
TAU_0;0,2500;9;11923,00;7,767
TAU_0;0,2500;10;13409,00;7,608
TAU_0;0,5000;1;12509,00;7,813
TAU_0;0,5000;2;12042,00;7,571
TAU_0;0,5000;3;13654,00;7,699
TAU_0;0,5000;4;13409,00;7,637
TAU_0;0,5000;5;13396,00;7,570
TAU_0;0,5000;6;13005,00;7,601
TAU_0;0,5000;7;13430,00;7,780
TAU_0;0,5000;8;13295,00;7,698
TAU_0;0,5000;9;12397,00;7,559
TAU_0;0,5000;10;11616,00;7,652
TAU_0;0,7500;1;12657,00;7,664
TAU_0;0,7500;2;12841,00;7,826
TAU_0;0,7500;3;13301,00;7,539
TAU_0;0,7500;4;13468,00;7,730
TAU_0;0,7500;5;13301,00;7,853
TAU_0;0,7500;6;12364,00;7,937
TAU_0;0,7500;7;12453,00;7,581
TAU_0;0,7500;8;12528,00;7,555
TAU_0;0,7500;9;13301,00;7,695
TAU_0;0,7500;10;13197,00;7,462
TAU_0;1,0000;1;13243,00;7,749
TAU_0;1,0000;2;13798,00;7,692
TAU_0;1,0000;3;11907,00;7,690
TAU_0;1,0000;4;12561,00;7,556
TAU_0;1,0000;5;11907,00;7,661
TAU_0;1,0000;6;12588,00;7,806
TAU_0;1,0000;7;12459,00;7,646
TAU_0;1,0000;8;12453,00;7,567
TAU_0;1,0000;9;12167,00;7,654
TAU_0;1,0000;10;11878,00;7,842

=== Tuning Experiment 2 ===

=== New Experiment ===
Started: 2025-03-28 00:14:07
Initial parameters:
ALPHA=0,1000;BETA=10,0000;RHO=0,6000;Q=100,00;TAU_0=1,0000;P_0=0,0250;NUM_ANTS=100;MAX_ITERATIONS=1500

ALPHA;0,0010;1;12545,00;7,796
ALPHA;0,0010;2;13301,00;7,757
ALPHA;0,0010;3;13669,00;7,672
ALPHA;0,0010;4;12127,00;7,833
ALPHA;0,0010;5;13301,00;8,484
ALPHA;0,0010;6;12739,00;7,918
ALPHA;0,0010;7;13328,00;7,698
ALPHA;0,0010;8;12579,00;7,640
ALPHA;0,0010;9;12532,00;7,657
ALPHA;0,0010;10;11788,00;7,624
ALPHA;0,0100;1;13956,00;7,709
ALPHA;0,0100;2;12536,00;7,491
ALPHA;0,0100;3;14384,00;7,881
ALPHA;0,0100;4;13345,00;7,731
ALPHA;0,0100;5;13409,00;7,625
ALPHA;0,0100;6;13853,00;7,661
ALPHA;0,0100;7;12579,00;7,696
ALPHA;0,0100;8;13427,00;7,877
ALPHA;0,0100;9;11916,00;7,580
ALPHA;0,0100;10;13960,00;7,688
ALPHA;0,1000;1;12832,00;7,990
ALPHA;0,1000;2;12887,00;7,777
ALPHA;0,1000;3;12364,00;7,578
ALPHA;0,1000;4;13396,00;7,711
ALPHA;0,1000;5;11947,00;7,740
ALPHA;0,1000;6;13465,00;7,668
ALPHA;0,1000;7;13895,00;7,621
ALPHA;0,1000;8;12068,00;7,508
ALPHA;0,1000;9;13798,00;7,936
ALPHA;0,1000;10;12536,00;7,727
ALPHA;0,3000;1;13253,00;8,052
ALPHA;0,3000;2;12178,00;7,639
ALPHA;0,3000;3;12453,00;7,596
ALPHA;0,3000;4;13012,00;7,698
ALPHA;0,3000;5;13246,00;7,619
ALPHA;0,3000;6;11907,00;7,470
ALPHA;0,3000;7;12841,00;7,746
ALPHA;0,3000;8;12042,00;7,695
ALPHA;0,3000;9;11605,00;7,632
ALPHA;0,3000;10;12111,00;7,848
ALPHA;0,5000;1;11363,00;7,828
ALPHA;0,5000;2;11907,00;7,278
ALPHA;0,5000;3;11691,00;7,161
ALPHA;0,5000;4;12927,00;7,117
ALPHA;0,5000;5;12042,00;7,498
ALPHA;0,5000;6;11691,00;7,188
ALPHA;0,5000;7;12127,00;7,138
ALPHA;0,5000;8;12453,00;7,213
ALPHA;0,5000;9;12169,00;7,323
ALPHA;0,5000;10;11596,00;7,182
ALPHA;0,7000;1;12364,00;7,361
ALPHA;0,7000;2;13427,00;7,817
ALPHA;0,7000;3;13495,00;7,897
ALPHA;0,7000;4;12841,00;7,830
ALPHA;0,7000;5;14136,00;7,803
ALPHA;0,7000;6;11700,00;7,627
ALPHA;0,7000;7;12365,00;7,889
ALPHA;0,7000;8;13827,00;7,921
ALPHA;0,7000;9;12930,00;7,682
ALPHA;0,7000;10;11797,00;7,663
ALPHA;1,0000;1;11928,00;8,266
ALPHA;1,0000;2;12068,00;7,767
ALPHA;1,0000;3;13598,00;7,444
ALPHA;1,0000;4;14056,00;7,729
ALPHA;1,0000;5;12713,00;7,535
ALPHA;1,0000;6;13301,00;7,676
ALPHA;1,0000;7;11916,00;7,623
ALPHA;1,0000;8;12579,00;7,869
ALPHA;1,0000;9;13301,00;7,616
ALPHA;1,0000;10;11907,00;7,708
ALPHA;1,5000;1;13641,00;7,840
ALPHA;1,5000;2;12841,00;7,657
ALPHA;1,5000;3;13416,00;7,703
ALPHA;1,5000;4;12832,00;7,527
ALPHA;1,5000;5;12657,00;7,594
ALPHA;1,5000;6;11700,00;7,770
ALPHA;1,5000;7;12434,00;7,789
ALPHA;1,5000;8;11907,00;7,458
ALPHA;1,5000;9;13109,00;7,763
ALPHA;1,5000;10;11907,00;7,586
BETA;0,5000;1;12978,00;7,310
BETA;0,5000;2;11907,00;6,441
BETA;0,5000;3;12365,00;6,606
BETA;0,5000;4;11869,00;6,629
BETA;0,5000;5;12453,00;6,685
BETA;0,5000;6;12628,00;6,546
BETA;0,5000;7;12965,00;6,615
BETA;0,5000;8;13301,00;6,392
BETA;0,5000;9;13301,00;6,505
BETA;0,5000;10;13181,00;6,466
BETA;0,7500;1;12453,00;6,697
BETA;0,7500;2;12364,00;7,027
BETA;0,7500;3;11691,00;7,153
BETA;0,7500;4;13109,00;7,198
BETA;0,7500;5;13774,00;7,226
BETA;0,7500;6;13847,00;7,007
BETA;0,7500;7;12066,00;7,247
BETA;0,7500;8;11616,00;7,083
BETA;0,7500;9;12912,00;7,071
BETA;0,7500;10;11788,00;7,195
BETA;1,0000;1;13409,00;7,058
BETA;1,0000;2;12671,00;7,287
BETA;1,0000;3;11907,00;7,009
BETA;1,0000;4;13944,00;7,115
BETA;1,0000;5;12137,00;7,340
BETA;1,0000;6;12068,00;7,087
BETA;1,0000;7;13305,00;7,200
BETA;1,0000;8;12453,00;7,809
BETA;1,0000;9;12169,00;7,110
BETA;1,0000;10;12553,00;7,352
BETA;1,5000;1;13914,00;7,229
BETA;1,5000;2;14181,00;7,083
BETA;1,5000;3;13167,00;7,106
BETA;1,5000;4;13616,00;7,176
BETA;1,5000;5;12579,00;7,105
BETA;1,5000;6;11025,00;7,142
BETA;1,5000;7;13362,00;7,038
